local_id,producto_id,sku_distribuidor,oem_part_number,marca_repuesto,calidad_repuesto,condicion,categoria,subcategoria,producto_nombre,descripcion_corta,palabras_clave,marca_vehiculo,modelo_vehiculo,anio_desde,anio_hasta,motor_codigo,cilindrada,combustible,transmision,carroceria,version_trim,compatibilidades,vin_prefijos,chasis_series,numeros_motor_series,colores_disponibles,requiere_color,requiere_vin,requiere_chasis,precio_venta,moneda,incluye_iva,iva_porcentaje,precio_venta_con_iva,estado_disponibilidad,lead_time_dias,garantia_meses,politica_devolucion,regiones_cobertura,costo_envio_base,peso_kg,alto_cm,ancho_cm,largo_cm,imagen_url,manual_url,observaciones,fecha_actualizacion,fuente
LOC-06,PRD-2022,HYU-ACC-MAN-1891,OEM_HOSEL-977645,Denso,OEM,Nuevo,Auto liviano,Enfriamiento,Manguera radiador inferior Hyundai Accent,Manguera radiador inferior compatible Hyundai Accent 2014-2019,lower radiator hose|manguera radiador inferior|Hyundai Accent Manguera radiador inferior,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,DCT,Sedán,GLS,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,False,False,False,13745,CLP,False,19,16357,Bajo pedido,14,12,Cambio dentro de 7 días,RM|VI|VIII|XIII,3990,5.0,65,45,10,https://upload.wikimedia.org/wikipedia/commons/3/3a/Car_brake_disc.jpg,https://www.toyota.com/t3Portal/document/om-s/OM12J46U/pdf/OM12J46U.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-01,PRD-2066,TOY-COR-MOT-2077,OEM_START-998103,NGK,Reconstruido,Nuevo,Auto liviano,Eléctrico,Motor de partida Toyota Corolla,Motor de partida compatible Toyota Corolla 2010-2018,starter|motor partida|Toyota Corolla Motor de partida,Toyota,Corolla,2010,2018,2ZR-FE,1.8L,Gasolina,DCT,Sedán,XEi,Años 2010-2018; Motor 2ZR-FE; 1.8L; Gasolina,JTD,ZRE,2ZR-FE,,False,False,True,150574,CLP,False,19,179183,Habitual,0,3,No aplica en eléctricos,IV|VIII|XIII,0,3.0,30,20,20,https://upload.wikimedia.org/wikipedia/commons/3/3a/Car_brake_disc.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,Incluye empaquetadura,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-02,PRD-2113,NIS-NP3-BOM-1070,OEM_FUEL-530354,Febi Bilstein,OEM,Usado,Camioneta,Motor,Bomba de combustible Nissan NP300,Bomba de combustible compatible Nissan NP300 2012-2018,fuel pump|bomba combustible|Nissan NP300 Bomba de combustible,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,MT,Camioneta,LE|SE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,False,False,False,87823,CLP,False,19,104509,Habitual,0,6,Cambio dentro de 7 días,II|III|IX|VIII|X,5990,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/5/50/Spark_plug_auto_part.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-10,PRD-2120,NIS-NP3-MOT-2032,OEM_START-465841,Mahle,Genérico,Remanufacturado,Camioneta,Eléctrico,Motor de partida Nissan NP300,Motor de partida compatible Nissan NP300 2012-2018,starter|motor partida|Nissan NP300 Motor de partida,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,MT,Camioneta,SE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,False,True,False,172486,CLP,False,19,205258,Habitual,0,3,Cambio dentro de 7 días,III|IV|VII,3990,3.0,30,20,20,https://upload.wikimedia.org/wikipedia/commons/f/f0/Automobile_water_pump.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-03,PRD-2031,HYU-TUC-BOM-5084,OEM_FUEL-378636,Valeo,Reconstruido,Nuevo,SUV,Motor,Bomba de combustible Hyundai Tucson,Bomba de combustible compatible Hyundai Tucson 2016-2021,fuel pump|bomba combustible|Hyundai Tucson Bomba de combustible,Hyundai,Tucson,2016,2021,G4NA,2.0L,Gasolina,AT,SUV,Limited,Años 2016-2021; Motor G4NA; 2.0L; Gasolina,KM8|TMA,TL,G4NA,,False,False,False,97430,CLP,False,19,115942,En consulta,14,3,No aplica en eléctricos,RM|X|XIII,3990,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/f/f0/Automobile_water_pump.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-04,PRD-2147,SUZ-SWI-ALT-6721,OEM_ALT-258135,Denso,Aftermarket,Nuevo,Auto liviano,Eléctrico,Alternador Suzuki Swift,Alternador compatible Suzuki Swift 2012-2017,alternador|alternator|Suzuki Swift Alternador,Suzuki,Swift,2012,2017,K14B,1.4L,Gasolina,DCT,Hatchback,GLX|GL,Años 2012-2017; Motor K14B; 1.4L; Gasolina,JS2|TSM,ZC72S,K14B,,False,True,False,206309,CLP,False,19,245508,Habitual,0,3,Cambio dentro de 7 días,II|III|IX|RM|VIII,3990,3.0,30,20,20,https://upload.wikimedia.org/wikipedia/commons/3/3a/Car_brake_disc.jpg,https://www.toyota.com/t3Portal/document/om-s/OM12J46U/pdf/OM12J46U.pdf,Con ABS/ESP,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-08,PRD-2032,HYU-TUC-FIL-1802,OEM_OILF-676830,Denso,Aftermarket,Usado,SUV,Filtración,Filtro de aceite Hyundai Tucson,Filtro de aceite compatible Hyundai Tucson 2016-2021,oil filter|filtro aceite|Hyundai Tucson Filtro de aceite,Hyundai,Tucson,2016,2021,G4NA,2.0L,Gasolina,AT,SUV,Limited|Value,Años 2016-2021; Motor G4NA; 2.0L; Gasolina,KM8|TMA,TL,G4NA,,False,False,True,7324,CLP,False,19,8716,Descontinuado,7,6,No aplica en eléctricos,II|VIII|X|XIII,0,0.4,10,12,12,https://upload.wikimedia.org/wikipedia/commons/f/f1/Automotive_alternator.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,Incluye empaquetadura,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-01,PRD-2013,HYU-ACC-AMO-5126,OEM_SHOCKF-323115,Gates,Aftermarket,Remanufacturado,Auto liviano,Suspensión,Amortiguador delantero Hyundai Accent,Amortiguador delantero compatible Hyundai Accent 2014-2019,shock absorber front|amortiguador delantero|Hyundai Accent Amortiguador delantero,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,CVT,Sedán,GLS|Limited,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,False,True,True,86549,CLP,False,19,102993,Habitual,0,6,No aplica en eléctricos,II|III|IV|VI|VIII|X,0,8.0,60,18,18,https://upload.wikimedia.org/wikipedia/commons/1/14/Automobile_oil_filter.jpg,https://www.toyota.com/t3Portal/document/om-s/OM12J46U/pdf/OM12J46U.pdf,Verificar diámetro,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-09,PRD-2108,NIS-NP3-BOM-1341,OEM_WPUMP-336431,Denso,Genérico,Usado,Camioneta,Enfriamiento,Bomba de agua Nissan NP300,Bomba de agua compatible Nissan NP300 2012-2018,water pump|bomba agua|bba|Nissan NP300 Bomba de agua,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,MT,Camioneta,SE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,False,False,False,49352,CLP,False,19,58729,Habitual,0,12,No aplica en eléctricos,II|IV|RM|V|VI,0,5.0,65,45,10,https://upload.wikimedia.org/wikipedia/commons/7/76/Automotive_brake_pads.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,Con ABS/ESP,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-10,PRD-2141,SUZ-SWI-BOM-4303,OEM_FUEL-690305,Bosch,Reconstruido,Nuevo,Auto liviano,Motor,Bomba de combustible Suzuki Swift,Bomba de combustible compatible Suzuki Swift 2012-2017,fuel pump|bomba combustible|Suzuki Swift Bomba de combustible,Suzuki,Swift,2012,2017,K14B,1.4L,Gasolina,CVT,Hatchback,GLX,Años 2012-2017; Motor K14B; 1.4L; Gasolina,JS2|TSM,ZC72S,K14B,,False,False,False,83200,CLP,False,19,99008,Habitual,0,12,No aplica en eléctricos,IX|RM|V|VI|XIII,5990,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/a/a9/Car_radiator.jpg,https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/2020_ford_fusion_owners_manual.pdf,Con ABS/ESP,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-06,PRD-2122,NIS-NP3-AMO-7209,OEM_SHOCKR-295614,Aisin,Reconstruido,Usado,Camioneta,Suspensión,Amortiguador trasero Nissan NP300,Amortiguador trasero compatible Nissan NP300 2012-2018,shock absorber rear|amortiguador trasero|Nissan NP300 Amortiguador trasero,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,MT,Camioneta,LE|SE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,False,False,True,73539,CLP,False,19,87511,Habitual,0,3,Cambio dentro de 7 días,II|III|VII|X|XIII,5990,8.0,60,18,18,https://upload.wikimedia.org/wikipedia/commons/f/f1/Automotive_alternator.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-07,PRD-2051,HYU-TUC-BRA-6975,OEM_CTRLARM-583295,Febi Bilstein,Aftermarket,Nuevo,SUV,Suspensión,Brazo control Hyundai Tucson,Brazo control compatible Hyundai Tucson 2016-2021,control arm|brazo control|Hyundai Tucson Brazo control,Hyundai,Tucson,2016,2021,D4HA,2.0L,Diésel,MT,SUV,Limited,Años 2016-2021; Motor D4HA; 2.0L; Diésel,KM8|TMA,TL,D4HA,,False,False,False,110128,CLP,False,19,131052,Habitual,0,6,No aplica en eléctricos,IV|IX|VI|VIII,3990,8.0,60,18,18,https://upload.wikimedia.org/wikipedia/commons/a/a9/Car_radiator.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-07,PRD-2018,HYU-ACC-KIT-6431,OEM_CLUTCH-642568,NGK,Reconstruido,Remanufacturado,Auto liviano,Embrague,Kit embrague Hyundai Accent,Kit embrague compatible Hyundai Accent 2014-2019,clutch kit|kit embrague|Hyundai Accent Kit embrague,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,MT,Sedán,GLS,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,False,False,True,201690,CLP,False,19,240011,Habitual,0,3,Cambio dentro de 7 días,IV|VI|VIII|X,7990,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/3/3a/Car_brake_disc.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-08,PRD-2114,NIS-NP3-FIL-7236,OEM_OILF-565600,Gates,Aftermarket,Remanufacturado,Camioneta,Filtración,Filtro de aceite Nissan NP300,Filtro de aceite compatible Nissan NP300 2012-2018,oil filter|filtro aceite|Nissan NP300 Filtro de aceite,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,MT,Camioneta,LE|SE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,False,True,True,6414,CLP,False,19,7633,En consulta,7,12,10 días sin uso,II|RM|VII|X|XIII,5990,0.4,10,12,12,https://upload.wikimedia.org/wikipedia/commons/f/f1/Automotive_alternator.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,Con ABS/ESP,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-08,PRD-2088,TOY-HIL-FIL-8546,OEM_CABF-802064,Gates,OEM,Remanufacturado,Camioneta,Filtración,Filtro de cabina Toyota Hilux,Filtro de cabina compatible Toyota Hilux 2012-2015,cabin filter|filtro cabina|Toyota Hilux Filtro de cabina,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,MT,Camioneta,DX,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,False,False,False,11832,CLP,False,19,14080,Bajo pedido,14,3,Cambio dentro de 7 días,III|IV|VI|VIII|XIII,0,0.4,10,12,12,https://upload.wikimedia.org/wikipedia/commons/2/25/Clutch_disc_auto_part.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-02,PRD-2060,TOY-COR-FIL-9570,OEM_OILF-474500,SKF,Aftermarket,Usado,Auto liviano,Filtración,Filtro de aceite Toyota Corolla,Filtro de aceite compatible Toyota Corolla 2010-2018,oil filter|filtro aceite|Toyota Corolla Filtro de aceite,Toyota,Corolla,2010,2018,2ZR-FE,1.8L,Gasolina,,Sedán,XEi,Años 2010-2018; Motor 2ZR-FE; 1.8L; Gasolina,JTD,ZRE,2ZR-FE,,False,False,False,6803,CLP,False,19,8096,Bajo pedido,5,3,10 días sin uso,II|V|VI|XIII,3990,0.4,10,12,12,https://upload.wikimedia.org/wikipedia/commons/8/86/Automotive_shock_absorber.jpg,https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/2020_ford_fusion_owners_manual.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-08,PRD-2115,NIS-NP3-FIL-5912,OEM_AIRF-662503,Febi Bilstein,Reconstruido,Remanufacturado,Camioneta,Filtración,Filtro de aire Nissan NP300,Filtro de aire compatible Nissan NP300 2012-2018,air filter|filtro aire|Nissan NP300 Filtro de aire,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,AT,Camioneta,LE|SE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,False,False,False,9073,CLP,False,19,10797,Bajo pedido,10,3,No aplica en eléctricos,II|V|VII,7990,0.4,10,12,12,https://upload.wikimedia.org/wikipedia/commons/a/a9/Car_radiator.jpg,https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/2020_ford_fusion_owners_manual.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-06,PRD-2084,TOY-HIL-COR-4150,OEM_SERP-432497,Hella,Reconstruido,Nuevo,Camioneta,Motor,Correa auxiliar Toyota Hilux,Correa auxiliar compatible Toyota Hilux 2012-2015,serpentine belt|correa auxiliar|Toyota Hilux Correa auxiliar,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,MT,Camioneta,SR|DX,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,False,False,False,15666,CLP,False,19,18643,Habitual,0,3,10 días sin uso,II|III|RM|V|VIII|X,0,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/9/99/Car_air_filter.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,Incluye empaquetadura,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-04,PRD-2036,HYU-TUC-BOB-2786,OEM_COIL-334671,Denso,Aftermarket,Remanufacturado,SUV,Eléctrico,Bobina de encendido Hyundai Tucson,Bobina de encendido compatible Hyundai Tucson 2016-2021,ignition coil|bobina|Hyundai Tucson Bobina de encendido,Hyundai,Tucson,2016,2021,D4HA,2.0L,Diésel,AT,SUV,Value,Años 2016-2021; Motor D4HA; 2.0L; Diésel,KM8|TMA,TL,D4HA,,False,True,True,40504,CLP,False,19,48200,Habitual,0,12,10 días sin uso,II|IX|VI|VIII|X,0,3.0,30,20,20,https://upload.wikimedia.org/wikipedia/commons/7/76/Automotive_brake_pads.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-03,PRD-2045,HYU-TUC-SEN-5051,OEM_O2-527563,Bosch,OEM,Usado,SUV,Escape,Sensor oxígeno Hyundai Tucson,Sensor oxígeno compatible Hyundai Tucson 2016-2021,oxygen sensor|sensor o2|sonda lambda|Hyundai Tucson Sensor oxígeno,Hyundai,Tucson,2016,2021,G4NA,2.0L,Gasolina,MT,SUV,Value|Limited,Años 2016-2021; Motor G4NA; 2.0L; Gasolina,KM8|TMA,TL,G4NA,,False,True,False,47640,CLP,False,19,56692,Habitual,0,3,Cambio dentro de 7 días,II|III|VI|VII|X|XIII,3990,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/8/86/Automotive_shock_absorber.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,Con ABS/ESP,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-08,PRD-2098,TOY-HIL-KIT-2589,OEM_CLUTCH-503784,Original,OEM,Remanufacturado,Camioneta,Embrague,Kit embrague Toyota Hilux,Kit embrague compatible Toyota Hilux 2012-2015,clutch kit|kit embrague|Toyota Hilux Kit embrague,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,AT,Camioneta,SR|DX,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,False,False,False,219002,CLP,False,19,260612,Habitual,0,3,Cambio dentro de 7 días,III|RM|VI|XIII,7990,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/7/76/Automotive_brake_pads.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,Incluye empaquetadura,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-06,PRD-2163,GRE-WIN-RAD-9584,OEM_RAD-314791,SKF,Aftermarket,Usado,Camioneta,Enfriamiento,Radiador Great Wall Wingle 5,Radiador compatible Great Wall Wingle 5 2011-2018,radiador|cooling radiator|Great Wall Wingle 5 Radiador,Great Wall,Wingle 5,2011,2018,GW4D20,2.0L,Diésel,MT,Camioneta,Deluxe,Años 2011-2018; Motor GW4D20; 2.0L; Diésel,LGW|LZW,WINGLE5|CC1031,GW4D20,,False,False,False,121612,CLP,False,19,144718,En consulta,3,6,Cambio dentro de 7 días,IV|IX|V|VI|X,5990,5.0,65,45,10,https://upload.wikimedia.org/wikipedia/commons/2/25/Clutch_disc_auto_part.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,Verificar diámetro,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-08,PRD-2028,HYU-TUC-TER-8640,OEM_THERM-904435,Bosch,Aftermarket,Usado,SUV,Enfriamiento,Termostato Hyundai Tucson,Termostato compatible Hyundai Tucson 2016-2021,termostato|thermostat|Hyundai Tucson Termostato,Hyundai,Tucson,2016,2021,D4HA,2.0L,Diésel,AT,SUV,Limited,Años 2016-2021; Motor D4HA; 2.0L; Diésel,KM8|TMA,TL,D4HA,,False,False,False,18835,CLP,False,19,22414,Bajo pedido,10,6,Cambio dentro de 7 días,III|V|VI|VII,5990,5.0,65,45,10,https://upload.wikimedia.org/wikipedia/commons/3/3a/Car_brake_disc.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-01,PRD-2101,TOY-HIL-MAN-9627,OEM_HOSEU-400306,Denso,Reconstruido,Usado,Camioneta,Enfriamiento,Manguera radiador superior Toyota Hilux,Manguera radiador superior compatible Toyota Hilux 2012-2015,upper radiator hose|manguera radiador superior|Toyota Hilux Manguera radiador superior,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,AT,Camioneta,SR,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,False,False,False,15203,CLP,False,19,18092,Habitual,0,3,No aplica en eléctricos,II|V|VI|VII,7990,5.0,65,45,10,https://upload.wikimedia.org/wikipedia/commons/1/14/Automobile_oil_filter.jpg,https://www.toyota.com/t3Portal/document/om-s/OM12J46U/pdf/OM12J46U.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-02,PRD-2133,NIS-NP3-BRA-6434,OEM_CTRLARM-874895,NGK,Reconstruido,Nuevo,Camioneta,Suspensión,Brazo control Nissan NP300,Brazo control compatible Nissan NP300 2012-2018,control arm|brazo control|Nissan NP300 Brazo control,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,AT,Camioneta,SE|LE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,False,False,True,108191,CLP,False,19,128747,En consulta,7,12,No aplica en eléctricos,IV|IX|V|VI|VII,0,8.0,60,18,18,https://upload.wikimedia.org/wikipedia/commons/8/86/Automotive_shock_absorber.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-02,PRD-2169,GRE-WIN-FIL-1253,OEM_AIRF-206646,Monroe,OEM,Nuevo,Camioneta,Filtración,Filtro de aire Great Wall Wingle 5,Filtro de aire compatible Great Wall Wingle 5 2011-2018,air filter|filtro aire|Great Wall Wingle 5 Filtro de aire,Great Wall,Wingle 5,2011,2018,GW4D20,2.0L,Diésel,MT,Camioneta,Deluxe,Años 2011-2018; Motor GW4D20; 2.0L; Diésel,LGW|LZW,WINGLE5|CC1031,GW4D20,,False,False,False,9956,CLP,False,19,11848,Habitual,0,12,No aplica en eléctricos,II|III|IX|RM|VI|X,3990,0.4,10,12,12,https://upload.wikimedia.org/wikipedia/commons/1/14/Automobile_oil_filter.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-05,PRD-2099,TOY-HIL-SEN-7852,OEM_O2-531784,Mahle,Aftermarket,Nuevo,Camioneta,Escape,Sensor oxígeno Toyota Hilux,Sensor oxígeno compatible Toyota Hilux 2012-2015,oxygen sensor|sensor o2|sonda lambda|Toyota Hilux Sensor oxígeno,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,AT,Camioneta,DX|SR,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,False,False,False,49901,CLP,False,19,59382,Habitual,0,6,10 días sin uso,II|RM|VII|XIII,5990,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/8/86/Automotive_shock_absorber.jpg,https://www.toyota.com/t3Portal/document/om-s/OM12J46U/pdf/OM12J46U.pdf,,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-10,PRD-2143,SUZ-SWI-FIL-5100,OEM_AIRF-664588,Hella,Reconstruido,Usado,Auto liviano,Filtración,Filtro de aire Suzuki Swift,Filtro de aire compatible Suzuki Swift 2012-2017,air filter|filtro aire|Suzuki Swift Filtro de aire,Suzuki,Swift,2012,2017,K14B,1.4L,Gasolina,MT,Hatchback,GL|GLX,Años 2012-2017; Motor K14B; 1.4L; Gasolina,JS2|TSM,ZC72S,K14B,,False,False,False,9993,CLP,False,19,11892,En consulta,3,3,10 días sin uso,IV|V|VI|VIII|X|XIII,0,0.4,10,12,12,https://upload.wikimedia.org/wikipedia/commons/7/76/Automotive_brake_pads.jpg,https://www.toyota.com/t3Portal/document/om-s/OM12J46U/pdf/OM12J46U.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-06,PRD-2160,SUZ-SWI-RÓT-1678,OEM_TIEROD-784840,Monroe,Reconstruido,Remanufacturado,Auto liviano,Dirección,Rótula dirección Suzuki Swift,Rótula dirección compatible Suzuki Swift 2012-2017,tie rod end|rótula|Suzuki Swift Rótula dirección,Suzuki,Swift,2012,2017,K14B,1.4L,Gasolina,DCT,Hatchback,GLX|GL,Años 2012-2017; Motor K14B; 1.4L; Gasolina,JS2|TSM,ZC72S,K14B,,False,True,True,19264,CLP,False,19,22924,Habitual,0,3,Cambio dentro de 7 días,IV|RM|VI|VII|VIII|X,5990,8.0,60,18,18,https://upload.wikimedia.org/wikipedia/commons/a/a9/Car_radiator.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,Con ABS/ESP,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-02,PRD-2074,TOY-COR-SEN-8436,OEM_MAF-553539,Sachs,Reconstruido,Remanufacturado,Auto liviano,Eléctrico,Sensor MAF Toyota Corolla,Sensor MAF compatible Toyota Corolla 2010-2018,maf sensor|sensor maf|Toyota Corolla Sensor MAF,Toyota,Corolla,2010,2018,2ZR-FE,1.8L,Gasolina,DCT,Sedán,GLi,Años 2010-2018; Motor 2ZR-FE; 1.8L; Gasolina,JTD,ZRE,2ZR-FE,,False,True,True,83399,CLP,False,19,99245,Habitual,0,6,Cambio dentro de 7 días,IV|IX|RM|VI|X|XIII,0,3.0,30,20,20,https://upload.wikimedia.org/wikipedia/commons/8/86/Automotive_shock_absorber.jpg,https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/2020_ford_fusion_owners_manual.pdf,Verificar diámetro,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-08,PRD-2011,HYU-ACC-ALT-4222,OEM_ALT-454143,Mahle,Genérico,Remanufacturado,Auto liviano,Eléctrico,Alternador Hyundai Accent,Alternador compatible Hyundai Accent 2014-2019,alternador|alternator|Hyundai Accent Alternador,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,DCT,Sedán,GLS|Limited,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,False,False,False,205560,CLP,False,19,244616,Bajo pedido,5,6,10 días sin uso,IV|IX|V|VII|X|XIII,0,3.0,30,20,20,https://upload.wikimedia.org/wikipedia/commons/1/14/Automobile_oil_filter.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,Incluye empaquetadura,2025-08-09T14:49:26Z,sheet_interno_mock_v2
